treat	fluor
neg	26590
neg	30520
neg	26174
neg	29704
neg	28068
neg	29704
neg	22669
his_plus	29488
his_plus	31360
his_plus	30995
his_plus	35378
his_plus	29335
his_plus	34368
his_plus	28986
his_plus	32448
his_rem	47974
his_rem	52085
his_rem	29615
his_rem	34146
his_rem	33689
his_rem	33080
his_rem	35570
his_rem	29255
